txn_date,bank,type,total,success
2026-01-23,"FISERV SOLUTIONS, LLC",subscription_trans,1,1
2026-01-23,FOX COMMUNITIES CREDIT UNION,first_trans,1,1
2026-01-23,"FSNB, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-01-23,"FULTON BANK, NATIONAL ASSOCIATION",token_trans,3,3
2026-01-23,GATE CITY BANK,subscription_trans,1,1
2026-01-23,GLACIER BANK,token_trans,1,0
2026-01-23,GOLDEN PACIFIC BANK,first_trans,2,1
2026-01-23,GOLDMAN SACHS BANK USA,first_trans,2,1
2026-01-23,GOLDMAN SACHS BANK USA,other_trans,6,6
2026-01-23,GOLDMAN SACHS BANK USA,subscription_trans,5,3
2026-01-23,GOLDMAN SACHS BANK USA,token_trans,3,3
2026-01-23,GRANITE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,GREEN DOT BANK,first_trans,2,2
2026-01-23,GREEN DOT BANK,token_trans,3,3
2026-01-23,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,1,0
2026-01-23,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,2,2
2026-01-23,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,2,0
2026-01-23,HANCOCK WHITNEY BANK,subscription_trans,1,0
2026-01-23,HANCOCK WHITNEY BANK,token_trans,2,2
2026-01-23,HAPO COMMUNITY CREDIT UNION,subscription_trans,1,1
2026-01-23,HENDERSON STATE BANK,token_trans,1,1
2026-01-23,HOLY ROSARY CREDIT UNION,other_trans,2,2
2026-01-23,HUNTINGTON NATIONAL BANK,first_trans,1,1
2026-01-23,HUNTINGTON NATIONAL BANK,token_trans,3,3
2026-01-23,"ICBA BANCARD, INC.",subscription_trans,2,1
2026-01-23,IDAHO CENTRAL CREDIT UNION,first_trans,2,0
2026-01-23,JACK HENRY & ASSOCIATES,token_trans,4,4
2026-01-23,JPMORGAN CHASE BANK N.A.,first_trans,2,2
2026-01-23,JPMORGAN CHASE BANK N.A.,other_trans,7,4
2026-01-23,JPMORGAN CHASE BANK N.A.,subscription_trans,9,6
2026-01-23,JPMORGAN CHASE BANK N.A.,token_trans,91,79
2026-01-23,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,7,7
2026-01-23,JPMORGAN CHASE BANK N.A. - DEBIT,other_trans,1,1
2026-01-23,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,10,5
2026-01-23,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,46,41
2026-01-23,KEESLER FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,KEYBANK NATIONAL ASSOCIATION,subscription_trans,2,2
2026-01-23,KEYBANK NATIONAL ASSOCIATION,token_trans,5,4
2026-01-23,KNOXVILLE TVA EMPLOYEES CREDIT UNION,other_trans,1,1
2026-01-23,KNOXVILLE TVA EMPLOYEES CREDIT UNION,token_trans,2,1
2026-01-23,KOHLER CREDIT UNION,token_trans,1,1
2026-01-23,LEAD BANK,first_trans,1,1
2026-01-23,"LEADER BANK, NATIONAL ASSOCIATION",token_trans,2,2
2026-01-23,M&T BANK,subscription_trans,1,0
2026-01-23,MAPS CREDIT UNION,other_trans,1,1
2026-01-23,MAX CREDIT UNION,subscription_trans,1,0
2026-01-23,MECHANICS BANK,subscription_trans,2,2
2026-01-23,MECHANICS BANK,token_trans,2,2
2026-01-23,MERRICK BANK CORPORATION,first_trans,2,2
2026-01-23,MERRICK BANK CORPORATION,other_trans,3,1
2026-01-23,MERRICK BANK CORPORATION,subscription_trans,1,1
2026-01-23,MERRICK BANK CORPORATION,token_trans,2,2
2026-01-23,MID-HUDSON VALLEY FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,MIDSOUTH COMMUNITY FEDERAL CREDIT UNION,token_trans,2,2
2026-01-23,MOUNTAIN AMERICA FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-23,MOUNTAIN AMERICA FEDERAL CREDIT UNION,token_trans,2,1
2026-01-23,MUTUAL FIRST FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-23,"MVB BANK, INC",first_trans,1,1
2026-01-23,MYPOINT CREDIT UNION,subscription_trans,1,0
2026-01-23,NATIONAL BANK OF COMMERCE,first_trans,2,1
2026-01-23,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,NAVY FEDERAL CREDIT UNION,subscription_trans,4,3
2026-01-23,NAVY FEDERAL CREDIT UNION,token_trans,9,7
2026-01-23,NBH BANK,subscription_trans,1,0
2026-01-23,NOBLE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,OKLAHOMA CENTRAL CREDIT UNION,first_trans,1,0
2026-01-23,ONPOINT COMMUNITY CREDIT UNION,subscription_trans,1,1
2026-01-23,OPERATING ENGINEERS LOCAL #3 FEDERAL CREDIT UNION,token_trans,3,3
2026-01-23,"PATHWARD, N.A.",subscription_trans,1,1
2026-01-23,"PATHWARD, NATIONAL ASSOCIATION",first_trans,1,1
2026-01-23,PEAPACK-GLADSTONE BANK,first_trans,1,1
2026-01-23,PENNSYLVANIA STATE EMPLOYEES CREDIT UNION,token_trans,2,0
2026-01-23,"PNC BANK, GLOBAL INVESTMENT SERVICING",token_trans,1,1
2026-01-23,"PNC BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-01-23,"PNC BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2026-01-23,"PNC BANK, NATIONAL ASSOCIATION",token_trans,3,3
2026-01-23,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",first_trans,2,2
2026-01-23,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",token_trans,12,12
2026-01-23,POLICE & FIRE FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-23,PROPONENT FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-23,PROVIDENT FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,RANDOLPH BROOKS FEDERAL CREDIT UNION,token_trans,1,1
2026-01-23,RBC BANK (USA),other_trans,1,1
2026-01-23,"RBC BANK, (GEORGIA) NATIONAL ASSOCIATION",first_trans,1,1
2026-01-23,"RBC BANK, (GEORGIA) NATIONAL ASSOCIATION",token_trans,2,0
2026-01-23,REDWOOD CREDIT UNION,token_trans,2,2
2026-01-23,REGIONS BANK,first_trans,2,2
2026-01-23,REGIONS BANK,subscription_trans,3,1
2026-01-23,REGIONS BANK,token_trans,1,1
2026-01-23,RENASANT BANK,first_trans,1,1
2026-01-23,ROCKLAND TRUST COMPANY,token_trans,1,1
2026-01-23,ROGUE CREDIT UNION,subscription_trans,1,0
2026-01-23,"SANTANDER BANK, NA",other_trans,1,1
2026-01-23,SEATTLE METROPOLITAN CREDIT UNION,token_trans,1,1
2026-01-23,SECURITY FEDERAL BANK,token_trans,1,1
2026-01-23,SECURITY STATE BANK & TRUST,token_trans,2,2
2026-01-23,SELCO COMMUNITY CREDIT UNION,subscription_trans,1,0
2026-01-23,"SHAZAM, INC.",subscription_trans,1,1
2026-01-23,SHORE UNITED BANK,token_trans,2,2
2026-01-23,SIMMONS BANK,subscription_trans,1,1
2026-01-23,SIMMONS BANK,token_trans,2,2
2026-01-23,STATE EMPLOYEES' CREDIT UNION,subscription_trans,1,1
2026-01-23,STATE EMPLOYEES' CREDIT UNION,token_trans,4,4
2026-01-23,STREATOR ONIZED CREDIT UNION,subscription_trans,1,0
2026-01-23,"STRIDE BANK, NATIONAL ASSOCIATION",subscription_trans,3,1
2026-01-23,SUMMIT CREDIT UNION,first_trans,1,0
2026-01-23,SUTTON BANK,first_trans,7,1
2026-01-23,SYNCHRONY BANK,first_trans,1,0
2026-01-23,SYNCHRONY BANK,other_trans,1,1
2026-01-23,SYNCHRONY BANK,subscription_trans,2,2
2026-01-23,"TD BANK, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-01-23,"TD BANK, NATIONAL ASSOCIATION",token_trans,2,2
2026-01-23,TEXAS BANK,subscription_trans,1,1
2026-01-23,THE BANCORP BANK NATIONAL ASSOCIATION,subscription_trans,1,0
2026-01-23,THE BANCORP BANK NATIONAL ASSOCIATION,token_trans,6,6
2026-01-23,"THE BANCORP BANK, NATIONAL ASSOCIATION",first_trans,4,2
2026-01-23,"THE BANCORP BANK, NATIONAL ASSOCIATION",other_trans,1,0
2026-01-23,"THE BANCORP BANK, NATIONAL ASSOCIATION",subscription_trans,4,1
2026-01-23,"THE BANCORP BANK, NATIONAL ASSOCIATION",token_trans,7,7
2026-01-23,THE GOLDEN 1 CREDIT UNION,subscription_trans,2,0
2026-01-23,THE PARK NATIONAL BANK,subscription_trans,1,1
2026-01-23,THE SOUTHERN CREDIT UNION,token_trans,21,21
2026-01-23,THE SUMMIT FEDERAL CREDIT UNION,first_trans,1,1
2026-01-23,TONGASS FEDERAL CREDIT UNION,first_trans,1,0
2026-01-23,TRUE COMMUNITY CREDIT UNION,subscription_trans,1,1
2026-01-23,TRUE COMMUNITY CREDIT UNION,token_trans,1,1
2026-01-23,TRUIST BANK,first_trans,1,1
2026-01-23,TRUIST BANK,other_trans,1,1
2026-01-23,TRUIST BANK,subscription_trans,3,3
2026-01-23,TRUIST BANK,token_trans,13,12
2026-01-23,TRUWEST CREDIT UNION,subscription_trans,1,0
2026-01-23,TTCU FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-23,U.S. BANK NATIONAL ASSOCIATION,other_trans,4,2
2026-01-23,U.S. BANK NATIONAL ASSOCIATION,subscription_trans,8,6
2026-01-23,U.S. BANK NATIONAL ASSOCIATION,token_trans,24,9
2026-01-23,U.S. BANK NATIONAL ASSOCIATION-CREDIT,first_trans,1,1
2026-01-23,U.S. BANK NATIONAL ASSOCIATION-CREDIT,subscription_trans,3,2
2026-01-23,U.S. BANK NATIONAL ASSOCIATION-CREDIT,token_trans,14,11
2026-01-23,"U.S. BANK, N.A.",first_trans,1,1
2026-01-23,UNITED CREDIT UNION,other_trans,3,3
2026-01-23,USAA FEDERAL SAVINGS BANK,other_trans,2,0
2026-01-23,USAA FEDERAL SAVINGS BANK,token_trans,6,4
2026-01-23,USF FEDERAL CREDIT UNION,token_trans,1,0
2026-01-23,UWHARRIE BANK,other_trans,1,1
2026-01-23,UWHARRIE BANK,token_trans,1,1
2026-01-23,VALLEY FIRST CREDIT UNION,subscription_trans,1,0
2026-01-23,VANTAGE CREDIT UNION,other_trans,1,1
2026-01-23,VANTAGE WEST CREDIT UNION,first_trans,1,1
2026-01-23,VANTAGE WEST CREDIT UNION,subscription_trans,2,0
2026-01-23,"VIRGINIA CREDIT UNION, INC.",other_trans,1,1
2026-01-23,VIRGINIA NATIONAL BANK,other_trans,2,2
2026-01-23,VYSTAR CREDIT UNION,subscription_trans,1,0
2026-01-23,VYSTAR CREDIT UNION,token_trans,3,3
2026-01-23,WALTON COUNTY TEACHERS FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-23,WEBBANK,first_trans,1,1
2026-01-23,WEBBANK,other_trans,2,0
2026-01-23,WEBBANK,subscription_trans,1,0
2026-01-23,"WELLS FARGO BANK, NATIONAL ASSOCIATION",first_trans,5,2
2026-01-23,"WELLS FARGO BANK, NATIONAL ASSOCIATION",other_trans,9,3
2026-01-23,"WELLS FARGO BANK, NATIONAL ASSOCIATION",subscription_trans,11,6
2026-01-23,"WELLS FARGO BANK, NATIONAL ASSOCIATION",token_trans,61,48
2026-01-23,"WESBANCO BANK, INC.",token_trans,1,1
2026-01-23,WOODFOREST NATIONAL BANK,subscription_trans,1,0
2026-01-23,"YELLOWSTONE BANK, THE",first_trans,1,0
2026-01-23,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",token_trans,1,1
2026-01-24,ALL IN FEDERAL CREDIT UNION,token_trans,1,1
2026-01-24,AMERICA FIRST FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,AMERICA'S FIRST FEDERAL CREDIT UNION,first_trans,1,1
2026-01-24,AMERICAN EXPRESS US CONSUMER,first_trans,2,1
2026-01-24,AMERICAN EXPRESS US CONSUMER,other_trans,4,4
2026-01-24,AMERICAN EXPRESS US CONSUMER,subscription_trans,1,1
2026-01-24,AMERICAN EXPRESS US CONSUMER,token_trans,38,36
2026-01-24,"AMERICAN SAVINGS BANK, FSB",other_trans,1,1
2026-01-24,"AMERICAN SAVINGS BANK, FSB",token_trans,3,3
2026-01-24,AMERICAN STATE BANK,other_trans,4,4
2026-01-24,ASCEND FEDERAL CREDIT UNION,token_trans,1,1
2026-01-24,"ASSOCIATED BANK, N.A.",token_trans,5,5
2026-01-24,AXP PREPAID MANAGEMENT COMPANY,other_trans,1,1
2026-01-24,"BANCORP BANK, THE",subscription_trans,1,0
2026-01-24,BANK OF AMERICA - CONSUMER CREDIT,first_trans,1,1
2026-01-24,BANK OF AMERICA - CONSUMER CREDIT,subscription_trans,3,3
2026-01-24,BANK OF AMERICA - CONSUMER CREDIT,token_trans,26,24
2026-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",first_trans,1,1
2026-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",other_trans,2,2
2026-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",subscription_trans,13,4
2026-01-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",token_trans,20,20
2026-01-24,"BANK OF MISSOURI, THE",other_trans,1,1
2026-01-24,"BANK OF MISSOURI, THE",token_trans,11,4
2026-01-24,BANK OF PERRY COUNTY,token_trans,1,1
2026-01-24,BANK OZK,token_trans,3,3
2026-01-24,BANKERS' BANK OF THE WEST,subscription_trans,1,0
2026-01-24,BARCLAYS BANK DELAWARE,subscription_trans,3,2
2026-01-24,BARCLAYS BANK DELAWARE,token_trans,12,12
2026-01-24,BLAZE CREDIT UNION,token_trans,1,1
2026-01-24,BMO BANK NATIONAL ASSOCIATION,subscription_trans,1,1
2026-01-24,BMO BANK NATIONAL ASSOCIATION,token_trans,1,0
2026-01-24,"BOKF, NATIONAL ASSOCIATION",subscription_trans,1,1
2026-01-24,BRANCH BANKING AND TRUST COMPANY,subscription_trans,1,0
2026-01-24,BRYANT STATE BANK,token_trans,1,1
2026-01-24,CANYON VIEW FEDERAL CREDIT UNION,token_trans,1,0
2026-01-24,"CAPITAL BANK, NATIONAL ASSOCIATION",other_trans,1,1
2026-01-24,"CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION",other_trans,2,2
2026-01-24,"CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION",token_trans,2,2
2026-01-24,"CAPITAL ONE, NATIONAL ASSOCIATION",first_trans,4,4
2026-01-24,"CAPITAL ONE, NATIONAL ASSOCIATION",other_trans,7,7
2026-01-24,"CAPITAL ONE, NATIONAL ASSOCIATION",subscription_trans,19,16
2026-01-24,"CAPITAL ONE, NATIONAL ASSOCIATION",token_trans,48,48
2026-01-24,CARD SERVICES FOR CREDIT UNIONS,subscription_trans,2,2
2026-01-24,CARD SERVICES FOR CREDIT UNIONS,token_trans,1,1
2026-01-24,CB&S BANK,subscription_trans,1,0
2026-01-24,CELTIC BANK CORPORATION,token_trans,1,0
2026-01-24,CENTRAL PACIFIC BANK,token_trans,1,1
2026-01-24,"CENTRAL TRUST BANK, THE",subscription_trans,1,0
2026-01-24,"CENTRAL TRUST BANK, THE",token_trans,1,1
2026-01-24,CHARTWAY FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,"CHASE BANK USA, N.A.",subscription_trans,1,1
2026-01-24,CITIBANK N.A.,first_trans,2,2
2026-01-24,CITIBANK N.A.,subscription_trans,4,2
2026-01-24,CITIBANK N.A.,token_trans,29,20
2026-01-24,"CITIBANK, N.A.- COSTCO",first_trans,1,1
2026-01-24,"CITIBANK, N.A.- COSTCO",subscription_trans,1,1
2026-01-24,"CITIBANK, N.A.- COSTCO",token_trans,16,15
2026-01-24,CITIZENS BANK OF LAS CRUCES,subscription_trans,1,0
2026-01-24,CITIZENS BANK OF THE SOUTH,token_trans,1,1
2026-01-24,"CITIZENS BANK, N.A.",first_trans,1,0
2026-01-24,"CITIZENS BANK, N.A.",token_trans,12,10
2026-01-24,CITY NATIONAL BANK OF WEST VIRGINIA,subscription_trans,1,0
2026-01-24,COASTAL COMMUNITY BANK,first_trans,1,1
2026-01-24,COASTAL COMMUNITY BANK,other_trans,1,1
2026-01-24,COASTAL COMMUNITY BANK,token_trans,3,0
2026-01-24,COMENITY BANK,first_trans,2,1
2026-01-24,COMENITY BANK,subscription_trans,1,1
2026-01-24,COMENITY BANK,token_trans,1,1
2026-01-24,COMENITY CAPITAL BANK,subscription_trans,1,0
2026-01-24,COMENITY CAPITAL BANK,token_trans,1,1
2026-01-24,COMMERCIAL BANK,first_trans,1,1
2026-01-24,COMMERCIAL BANK,token_trans,2,2
2026-01-24,"COMMUNITY BANK, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-01-24,COMMUNITY FEDERAL SAVINGS BANK,first_trans,3,0
2026-01-24,COMMUNITY FEDERAL SAVINGS BANK,other_trans,2,2
2026-01-24,COMMUNITYAMERICA CREDIT UNION,subscription_trans,1,0
2026-01-24,"COMPUTER SERVICES, INC.",subscription_trans,1,0
2026-01-24,CONSUMERS CREDIT UNION,token_trans,1,1
2026-01-24,CREDIT ONE BANK,token_trans,1,0
2026-01-24,"CREDIT ONE BANK, NATIONAL ASSOCIATION",first_trans,2,2
2026-01-24,"CREDIT ONE BANK, NATIONAL ASSOCIATION",subscription_trans,2,2
2026-01-24,"CREDIT ONE BANK, NATIONAL ASSOCIATION",token_trans,6,3
2026-01-24,CREDIT UNION OF TEXAS,subscription_trans,1,1
2026-01-24,"CU COOPERATIVE SYSTEMS, LLC",token_trans,2,2
2026-01-24,CUTTING EDGE FEDERAL CREDIT UNION,token_trans,1,1
2026-01-24,"DAY AIR CREDIT UNION, INC.",first_trans,1,0
2026-01-24,DESERT FINANCIAL CREDIT UNION,subscription_trans,1,0
2026-01-24,DISCOVER ISSUER,first_trans,2,2
2026-01-24,DISCOVER ISSUER,other_trans,1,1
2026-01-24,DISCOVER ISSUER,subscription_trans,10,9
2026-01-24,DISCOVER ISSUER,token_trans,22,21
2026-01-24,EASTERN BANK,subscription_trans,1,1
2026-01-24,ELGA CREDIT UNION,token_trans,1,1
2026-01-24,EVOLVE BANK & TRUST,subscription_trans,1,0
2026-01-24,FAIRWINDS CREDIT UNION,subscription_trans,1,0
2026-01-24,FAMILY SECURITY CREDIT UNION,subscription_trans,1,1
2026-01-24,"FIDELITY INFORMATION SERVICES, INC.",subscription_trans,1,0
2026-01-24,FIFTH THIRD BANK,subscription_trans,1,1
2026-01-24,FIFTH THIRD BANK,token_trans,1,1
2026-01-24,"FIFTH THIRD BANK, THE",first_trans,1,1
2026-01-24,"FIFTH THIRD BANK, THE",subscription_trans,1,1
2026-01-24,"FIFTH THIRD BANK, THE",token_trans,5,5
2026-01-24,FINANCIAL PARTNERS CREDIT UNION,subscription_trans,1,0
2026-01-24,FIRST COMMUNITY CREDIT UNION,first_trans,1,1
2026-01-24,FIRST COMMUNITY CREDIT UNION,token_trans,4,4
2026-01-24,FIRST MERCHANTS BANK,subscription_trans,1,1
2026-01-24,FIRST NATIONAL BANK & TRUST COMPANY,token_trans,1,1
2026-01-24,FIRST NATIONAL BANK OF OMAHA,first_trans,1,0
2026-01-24,FIRST NATIONAL BANK OF OMAHA,other_trans,1,1
2026-01-24,FIRST NATIONAL BANK OF OMAHA,subscription_trans,1,1
2026-01-24,FIRST NATIONAL BANK OF OMAHA,token_trans,9,9
2026-01-24,FIRST NATIONAL BANK TEXAS,first_trans,2,0
2026-01-24,FIRST NATIONAL BANK TEXAS,subscription_trans,1,0
2026-01-24,FIRST NATIONAL BANK TEXAS,token_trans,1,1
2026-01-24,FIRST PREMIER BANK,subscription_trans,1,1
2026-01-24,FIRST STATE BANK,token_trans,3,3
2026-01-24,FIRST TECHNOLOGY FEDERAL CREDIT UNION,token_trans,1,1
2026-01-24,FIRSTBANK,token_trans,8,8
2026-01-24,FLATWATER BANK,first_trans,1,1
2026-01-24,FLATWATER BANK,other_trans,5,3
2026-01-24,FLATWATER BANK,token_trans,2,0
2026-01-24,"FNB BANK, INC.",token_trans,4,4
2026-01-24,FOURLEAF FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,FROST BANK,other_trans,1,1
2026-01-24,FROST BANK,token_trans,2,0
2026-01-24,"FSNB, NATIONAL ASSOCIATION",subscription_trans,1,0
2026-01-24,"FULTON BANK, NATIONAL ASSOCIATION",subscription_trans,2,2
2026-01-24,"FULTON BANK, NATIONAL ASSOCIATION",token_trans,7,7
2026-01-24,GENISYS CREDIT UNION,token_trans,1,0
2026-01-24,GEORGIA UNITED CREDIT UNION,first_trans,1,1
2026-01-24,GEORGIA UNITED CREDIT UNION,token_trans,1,0
2026-01-24,GOLDEN PACIFIC BANK,first_trans,1,1
2026-01-24,GOLDMAN SACHS BANK USA,other_trans,2,2
2026-01-24,GOLDMAN SACHS BANK USA,subscription_trans,3,1
2026-01-24,GOLDMAN SACHS BANK USA,token_trans,3,2
2026-01-24,GRANITE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,GREEN DOT BANK,first_trans,1,1
2026-01-24,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,10,5
2026-01-24,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,7,6
2026-01-24,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,4,0
2026-01-24,GREEN DOT BANK DBA BONNEVILLE BANK,token_trans,7,6
2026-01-24,HANCOCK WHITNEY BANK,subscription_trans,1,0
2026-01-24,HARBORSTONE CREDIT UNION,token_trans,2,0
2026-01-24,HORICON BANK,token_trans,2,0
2026-01-24,HUNTINGTON NATIONAL BANK,first_trans,1,0
2026-01-24,HUNTINGTON NATIONAL BANK,subscription_trans,1,0
2026-01-24,"ICBA BANCARD, INC.",subscription_trans,1,0
2026-01-24,IDAHO CENTRAL CREDIT UNION,first_trans,3,1
2026-01-24,INTERNATIONAL BANK OF COMMERCE,token_trans,3,3
2026-01-24,JACK HENRY & ASSOCIATES,first_trans,1,0
2026-01-24,JACK HENRY & ASSOCIATES,token_trans,2,2
2026-01-24,JPMORGAN CHASE BANK N.A.,first_trans,3,2
2026-01-24,JPMORGAN CHASE BANK N.A.,other_trans,2,2
2026-01-24,JPMORGAN CHASE BANK N.A.,subscription_trans,13,11
2026-01-24,JPMORGAN CHASE BANK N.A.,token_trans,63,55
2026-01-24,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,4,4
2026-01-24,JPMORGAN CHASE BANK N.A. - DEBIT,other_trans,2,2
2026-01-24,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,17,11
2026-01-24,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,66,56
2026-01-24,KEYBANK NATIONAL ASSOCIATION,first_trans,1,0
2026-01-24,KEYBANK NATIONAL ASSOCIATION,token_trans,1,1
2026-01-24,"KEYBANK, N.A.",subscription_trans,1,1
2026-01-24,LIBERTY BANK,token_trans,3,3
2026-01-24,M&T BANK,first_trans,3,1
2026-01-24,MACYS,first_trans,2,2
2026-01-24,MAPS CREDIT UNION,token_trans,1,1
2026-01-24,MATANUSKA VALLEY FEDERAL CREDIT UNION,first_trans,1,1
2026-01-24,MATANUSKA VALLEY FEDERAL CREDIT UNION,token_trans,2,0
2026-01-24,MECHANICS BANK,subscription_trans,1,1
2026-01-24,MEMBERS FIRST CREDIT UNION OF FLORIDA,other_trans,1,0
2026-01-24,MERRICK BANK CORPORATION,first_trans,2,1
2026-01-24,MERRICK BANK CORPORATION,token_trans,8,8
2026-01-24,METROPOLITAN COMMERCIAL BANK,other_trans,1,1
2026-01-24,MID-HUDSON VALLEY FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,MIDDLE TENNESSEE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,MIDSOUTH COMMUNITY FEDERAL CREDIT UNION,token_trans,4,4
2026-01-24,MOUNTAIN AMERICA FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,MOUNTAIN AMERICA FEDERAL CREDIT UNION,token_trans,2,2
2026-01-24,"MVB BANK, INC",subscription_trans,1,0
2026-01-24,MYPOINT CREDIT UNION,subscription_trans,1,0
2026-01-24,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,NAVY FEDERAL CREDIT UNION,first_trans,4,4
2026-01-24,NAVY FEDERAL CREDIT UNION,other_trans,1,0
2026-01-24,NAVY FEDERAL CREDIT UNION,subscription_trans,2,1
2026-01-24,NAVY FEDERAL CREDIT UNION,token_trans,3,2
2026-01-24,NBH BANK,subscription_trans,1,0
2026-01-24,"NBT BANK, NATIONAL ASSOCIATION",other_trans,1,0
2026-01-24,NEIGHBORHOOD CREDIT UNION,other_trans,1,0
2026-01-24,NOBLE FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,OLD NATIONAL BANK,subscription_trans,1,1
2026-01-24,OPERATING ENGINEERS LOCAL #3 FEDERAL CREDIT UNION,token_trans,4,4
2026-01-24,"PATHWARD, N.A.",token_trans,2,2
2026-01-24,"PATHWARD, NATIONAL ASSOCIATION",first_trans,1,0
2026-01-24,"PATRIOT BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-01-24,PENTAGON FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,"PNC BANK, NATIONAL ASSOCIATION",first_trans,1,1
2026-01-24,"PNC BANK, NATIONAL ASSOCIATION",subscription_trans,3,2
2026-01-24,"PNC BANK, NATIONAL ASSOCIATION",token_trans,2,2
2026-01-24,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",token_trans,4,4
2026-01-24,POPULAR BANK,first_trans,1,1
2026-01-24,PROSPERITY BANK,first_trans,2,0
2026-01-24,PROVIDENT FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,RANDOLPH BROOKS FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,RANDOLPH BROOKS FEDERAL CREDIT UNION,token_trans,2,2
2026-01-24,RBC BANK (USA),other_trans,3,3
2026-01-24,"RBC BANK, (GEORGIA) NATIONAL ASSOCIATION",token_trans,1,0
2026-01-24,REGIONS BANK,subscription_trans,3,0
2026-01-24,REGIONS BANK,token_trans,1,1
2026-01-24,RIO GRANDE CREDIT UNION,subscription_trans,1,1
2026-01-24,RIVER REGION CREDIT UNION,subscription_trans,1,1
2026-01-24,ROCKLAND TRUST COMPANY,token_trans,1,1
2026-01-24,ROGUE CREDIT UNION,subscription_trans,1,0
2026-01-24,SAN DIEGO COUNTY CREDIT UNION,subscription_trans,1,1
2026-01-24,SAN DIEGO COUNTY CREDIT UNION,token_trans,2,2
2026-01-24,"SANTANDER BANK, NA",token_trans,1,1
2026-01-24,SCHOOLSFIRST FEDERAL CREDIT UNION,subscription_trans,1,0
2026-01-24,SEATTLE METROPOLITAN CREDIT UNION,token_trans,2,1
2026-01-24,SECURITY FEDERAL BANK,token_trans,3,3
2026-01-24,SECURITY SERVICE FEDERAL CREDIT UNION,first_trans,1,1
2026-01-24,SECURITY STATE BANK & TRUST,token_trans,1,1
2026-01-24,SELCO COMMUNITY CREDIT UNION,subscription_trans,1,0
2026-01-24,SERVICE FEDERAL CREDIT UNION,subscription_trans,1,1
2026-01-24,"SHAZAM, INC.",subscription_trans,1,1
2026-01-24,SIMMONS BANK,token_trans,1,1
2026-01-24,SPOKANE TEACHERS CREDIT UNION,token_trans,1,1
2026-01-24,STATE EMPLOYEES' CREDIT UNION,subscription_trans,1,0
2026-01-24,STATE EMPLOYEES' CREDIT UNION,token_trans,6,6
2026-01-24,STOCK YARDS BANK & TRUST COMPANY,subscription_trans,1,0
